"text","label"
"behosh ho gaya pulse high",2
"breathing slightly difffiuclt",1
"minor upset",0
"no majr issue",0
"halka bukhar h",0
"puls vr yhgh unconsious",2
"sans lene mein thodi problem",1
"puls vry hgh unconsious 61",2
"generel weakness",0
"3 din se bukhaar raha",1
"chtai mein dard sans nahi aa",2
"bukhaar 3 din se hai",1
"puls vry hgh unconsious",2
"sop2  80 se neeche gaya emergency",2
"mild nausae",0
"behosh pade hain mushkil se aa rahi",2
"mild fever no cold 79",0
"emergency hai patient collapse ho gaya",2
"halka sa body ache",0
"mild sa raha hai",0
"high fever no cold 128",1
"sirf halka bukhaar hia cold nahi",0
"chhotti si chot lagi",0
"small cut minor injruy 138",0
"miled headache 49",0
"breathing problm mild",1
"pulse bahut fast hai behosh hain",2
"fever wiht voimting",1
"no mjor issue",0
"mild breathlessness on exertion",1
"pulse bahut fast hia behosh",2
"badan garm hai khansi nahi",1
"bukhaar high fever 10",1
"halki fever hai sardi nahi",0
"spo2 low brething issue 64",2
"oxygen critical level hai",2
"sevr cant breathe",2
"patient hosh mein nahi hai",2
"chaati me dard saans nahi aa rahi",2
"mild shortneso f breath 44",1
"slitg fever",0
"chst crushng apin",2
"dizziness while standing",1
"emergency unconscious patient",2
"bukhaar hai khansi",0
"urnesposnive low oxygen",2
"neend nahi aa rahi",0
"problm mild 46",1
"bukhaar hai pr khansi  nahi 62",1
"saans nahi aa rahi hai",2
"critcal",2
"respratry distrss sevr",2
"genral weakness 114 69",0
"halki khasi hai",0
"chakkar aur kamzori",1
"vfr",0
"no mjaor problem hai",0
"minor stomach upset",0
"chest crushing pain radiating 123",2
"mild shortnes of berath",1
"behosh pade hain pulse nahi aa raha",2
"mmilld nausea",0
"paitent hosh mein nahi hai",2
"bahut bukhaar hai",1
"bahut zyaada bukhaar hai 36",1
"mildd hedche",0
"pulse very high aur behosh hain 98 73",2
"chest discomfort mild 130",1
"high fever no cough",1
"chti me drrd sns nhi rhi",2
"oxygen mask chahiye jaaldi",2
"efver with body pain no cold 123",1
"pateinnt oxgyn low",2
"patient pulse weak",2
"midl chest tightness feel ho rahi  hai",1
"mild breathlessness on exertttion",1
"fvr 102 body pin",1
"sevr chst tghtnes cannt breathe 77",2
"fever without 3 days",1
"behosh pade hain saans mushkil se aa rahi",2
"continuos fever",1
"bohot dard saans rukktee ja rahi",2
"palptatons mild",1
"high fever with body ache",1
"kamzori lag rahi hai",0
"sevr chst tghtnes cant breathe",2
"genrl wekness",0
"mil",0
"bkuhaar 102 khansi nahi",1
"minor stomach upset",0
"saans ki nali band ho rahi",2
"mild 14",0
"critical rbeathing failure",2
"unconscious not responding 132",2
"bhoko hkam lag rahi hai",0
"mild",0
"pet thhoda kharab hai 102",0
"halka sa body ache 132 21",0
"sirf zukam hai bukhaar nahi 23",0
"distrss sevr",2
"sirf halka bukhaar hai cold nahi",0
"dizziness weakness 71",1
"3 din se hai",1
"emeregncy unconsciouus patient",2
"chest brething problem",2
"hosh nahi aa raha pulse zyada 112",2
"no mjor issue",0
"low feevr no cough no cold",0
"oxyge nmask chahiye ajldi",2
"bukhar tez hs ardi nhi 35",1
"dizziness and weakness ho rahi hai 148",1
"halki zukam hai",0
"spo2 bbelow 90 emeergency",2
"hakli saans ki taklif",1
"oxygen low patient unconscious",2
"fever without cold 2 din se",1
"severe chest tightness cannot breathe emergency",2
"sevrr breathelsness",2
"high fever no cold",1
"slight",0
"behosh ho gya  pulse hgh",2
"thoda weakness hai",0
"fevr 103 body ach",1
"imld sa bukhar h stable h 45",0
"severe chest tightness cannot breathe emergencyy",2
"mild sa hheadachhe ho raha hai",0
"behosh pade hain pulse nahi aa raha",2
"milld headache",0
"low feveer stable",0
"no major isssue",0
"saans nahi lep a rahe hain 28",2
"slight fevr stable",0
"severe chest tightness cannot emergenyc",2
"fever 012 no couhg just body pain",1
"respratry distrss sevr",2
"bhookh kam lag rahi hai",0
"oxxygen low ptient unconscious",2
"breathing prolbm mild 11",1
"generel",0
"heart attack ysmptoms severe chest pain",2
"badan mein bahut dard hai bukhaar ke saath",1
"sevr pain mov",2
"low fever no cough no cold",0
"severe breathlessnesss patient baat nahi kar raha",2
"chhoti si chot",0
"cannot breathe at all",2
"bukhaar high fever 110",1
"dizziness and weakness",1
"dizziness wekaness",1
"mild hedaache",0
"dizziness and weakness",1
"patient unconscious not responding 138",2
"chhati   dab rahi hai saans nahi",2
"severe patient baat nahi kar pa raha",2
"thoda sa sir dard",0
"pet kharab",0
"spo2 80 se neeche gaaya emergency 128",2
"bukhaar hai khanis nahi 57",1
"high fever no 46",1
"bukhaar  3 din se hai",1
"oxygen low patient unconscious",2
"palpitations mild",1
"bukhaar bahut zzyada hai 129",1
"weakneess hai",0
"low fever stable",0
"persistnt headache fever",1
"no compplaints 20",0
"mild chst  pain",1
"thoda sa sir dard",0
"chhoti si chot lagi 85",0
"persistent headache fever",1
"no mjjor issue",0
"oxygen mask chahiye jaldi",2
"mild fever no cold",0
"emergency hai patiient collapse ho gaya",2
"brething problem",2
"oxygen low ptient unconscious",2
"sever echest tightness cannot breathe",2
"thhodi kamzori 136",0
"mild fever no",0
"mmujhe bukhaar h khansi nhi h 58",1
"severe breathlessness patient baat nahi kar pa raha 89",2
"normol cold cough",0
"behosh pade hain pulse aa raha",2
"patient hosh mein hai 89",2
"no issue",0
"fever 102 aur body mmein dard",1
"unresponsive lwo oxygne",2
"low fever no cough no cold",0
"patient not breathing properly 7",2
"unconscious oxgyn low 149",2
"badan mein bahut dard hai bukhaar ke saath",1
"noi ssue",0
"thodi kamzori",0
"slightt cough no ffever",0
"102 feverrr no cold",1
"ligh t cold",0
"buhkaar bahut zyada hai 42",1
"patient 124",2
"high fvr bina khansi ke",1
"fever without cold 3 daays",1
"severe chest saans nahi aa rahi",2
"fever 101 ehadache",1
"small cut minori njruy",0
"emergency unconscious patient",2
"sevr chst tghtnes cant breathe",2
"chest mein mild pain hai 100",1
"mild sa bukhar h stable h",0
"chst tigthnnss mild",1
"sop2 low breathing issue",2
"chest discomfort mild 55",1
"normol cold cough",0
"norml cold cccough",0
"general weakness feel ho rahi hai",0
"tightness cannot breathe",2
"chest pain itna severe hai emergency call karo",2
"high temperature body",1
"behosh pade hain pulse nahi aa raha",2
"mild hedche",0
"chhati mein halka dard",1
"high fever no ccold",1
"mild shortnes of rbeath",1
"khasi hai",0
"dizzniess and weakness ho rahi hai 106",1
"sirf halka bukhaar hai cold nahi",0
"normall cold cough 38",0
"hoshn ahi aa pulse zyada",2
"normol cold cough",0
"thoda bukhaar khansi nahi",0
"sir mein halka dard 62",0
"chest mein bahut tez dards aans ruk rahi",2
"bukhaar high fever",1
"low brething isue 136",2
"no mjor issuue",0
"dizziness feel ho raha hai 139 60",1
"saans lene mein thodi",1
"issue hai koii badi baat nahi",0
"sevr breathlesness1 36",2
"rooutine checkup",0
"dzizyness weakness",1
"cant at all",2
"fever without cold 3 days",1
"seene mein itna dard ki hilna",2
"routine probblem hai",0
"oxygen low hai patient unconscious",2
"tthodi si",0
"spo2 drop ho raha hai breaathing issue",2
"norml cold cough 105 60",0
"halki fever hai sardi nahi",0
"continuos fever",1
"saans nahi le pa rahe hain 26",2
"oxygen dropping rapidly",2
"behosh ho gaya pulse high",2
"bohot tez dard saans ruktee ja rahi",2
"minor stomach upsset 49",0
"patiient collapsed",2
"fever with vomiting",1
"minorr stomach upset 99",0
"slight runyn nose",0
"slight hai",0
"dizziness nd wekenss",1
"bukhaar 3 din se hai",1
"spo2 low brething isue",2
"thoda sar dard h",0
"slight codl haai",0
"tohda bukhaar hai nahi",0
"minor allergy 16 111",0
"slight  fatigue",0
"halki khasi hai",0
"no problem hai",0
"norml cold cough",0
"severe breathlessness speak",2
"halka sa body ache 78 23",0
"body pain no cough no cold",1
"oxygen level critical",2
"minor body ache",0
"thdoi kaamzori",0
"hgh fever no cld 82",1
"uthh nahip a raha oxygen gira hua hai 27",2
"chaati me dard saans nahi aa rahi",2
"thoda sa siir dard",0
"palpitations 76",1
"mild hedache 90",0
"sans   thodi mushkil hai",1
"high hai body pain bhi",1
"bukhaar hai pr khansi nahi 38",1
"mild shortneess of breath 102",1
"mild fever cold",0
"chatim ein dard sans nahi aa rhai",2
"cannot breathe at all",2
"bukhaar 101 sir dard",1
"halka bukhara hai",0
"genral weakness",0
"peersistnt headache",1
"chest mein mild pain hai",1
"saans ki nali band ho rahi hai",2
"behosh ho gy pulse high",2
"chest crushing pain ho rahi hai",2
"patient unconscious not responding 87 16",2
"chakkar aa rahe hain",1
"sans lene mein thodi problem",1
"seene mein thodi jalan 58",1
"chest pain severe hai emergency call karo",2
"chst pin breething problm",2
"mild fveer no cold",0
"tez bukhaar sardi nahi",1
"spo2 low breathing issue",2
"sirf zukam hai bukhaar nahi",0
"behosh ho gaya pulse bahut high",2
"chhati mein crushingd ard",2
"moderate chest pain",1
"pateint unconscious oxgyn low",2
"genral weakness",0
"bkuhaar 3 din hai",1
"fever 102 body pain",1
"chest crushing pain rahi hai",2
"oxygen level gir raha hai",2
"thoda weakness hai 70",0
"102 khansi",1
"sligghtc ough no fever",0
"oxygen low patient unconscious 123",2
"severe chest tightness cannot breathe emergency",2
"fever 101 headache",1
"gneerl wekness 82",0
"bohot tez drad saans ruktee ja rahi",2
"chhati mein halka dard",1
"dizziness while standing",1
"palptatons mild",1
"chhoti chotl agi",0
"bhookh kam rahi hai",0
"fever no cld",1
"high fever cold 3",1
"miledd headache 143",0
"hgh fever no cld",1
"slighht fatiguee",0
"tez dard saans ruktee rahi",2
"high fvr bina khansi ke 53",1
"sans thodi mushkil hai 43 67",1
"chhati dab rahi hai saans nahi",2
"halka bukhaar hai",0
"mild shortness breath",1
"generel weakness",0
"tez h sardi nhi 27",1
"cant breth at all",2
"saans bilkul nahi aa rahi emergencyy hai 93",2
"emergency hai patient collapse ho gaya",2
"chest discomfort  mild",1
"comlpaints",0
"bukhaar body pain no coough no colld",1
"mild breathlessness on exertion",1
"mild chest tightness feel hho rahi hai",1
"oxygen critical level pe hai 5",2
"oxygen low patient unconsciou s127",2
"dizziness feel oh raha hai",1
"cant breth at all",2
"mild shortness of breath 133",1
"bhookh kam lag rahi hai",0
"fever 102 no cough just body pain",1
"puls vr yunconsious",2
"mild sa headache ho raha hai 1",0
"spo2 loow isue",2
"dizzinesss feel ho raha",1
"oxygen low ptient unconscious",2
"severe breathlessness speak 13",2
"chst crushng pain",2
"persistnt headache fever",1
"mild hedaache",0
"thodi si 13",0
"sirf halka bukhaar ahi nahi",0
"spo2 low brething issue 95",2
"cant breth at all 30",2
"thoda fever hai stable hai",0
"mild chest",1
"oxygen low ptient unconsciioous",2
"spo2 low brething isue",2
"kamzori  lag rahi hai",0
"fever without cold  3 days",1
"102 fever no 71",1
"spo2 drpping emergeny",2
"high temperature body pain",1
"genere lweaakness",0
"cchst pin problm",2
"oxygen low ptient",2
"bukhaar 102 khansi nahi",1
"mild headche",0
"chest ccrushing pain ho rahi hai",2
"mild sore",0
"fever 102 body pain 79",1
"no compplaints 87",0
"unresponsive lo woxygen",2
"chest crushing pain radiating arm",2
"no majr issue",0
"mlid hedaache 84",0
"thodi kamzori",0
"fever 102 body pain",1
"dab rahi hai saans nahi",2
"nomrol cold ccough",0
"patient respond nahi kar raha oxygen low",2
"critical condition hai oxygen low",2
"behoshh o gya hgh",2
"patient not breathing properly",2
"mildc hest pain",1
"seene mein halka  dard 22",1
"spo2 breathing issue",2
"sans lene mein dikkat ho rahi hai",1
"geenrl wekness",0
"genral weakness",0
"chaati me dard saaans nahi aa rahi",2
"mild chsst pain",1
"mujhe tez bukhaar hai cold nahi hai 143",1
"feel ho raha hai 61",1
"persistent fever 3 days",1
"low hai patient unconscious",2
"chest discofmort mild",1
"mild fever without",0
"mild headache 42",0
"dizziness and weakness",1
"sligth  fatigue",0
"bukhaar hhai khansi nahi",1
"3 din se bukhaar nahi ja raha",1
"thakaan ho rahi hai 7",0
"fever 102 no cough just body pain",1
"chti me drd sns nhi rhi",2
"bukhaar bdoy pain no cough no cold",1
"mild hedche 83",0
"severe breathlessness patient baat nahi kar pa raha",2
"saans ki tkalif",1
"saans lena impossible ho raha hai 8",2
"behosh ho gaye hain",2
"dizziness nd wekness",1
"puuls vry hgh unconsious",2
"dizzyness weakness",1
"bahut zyada hai",1
"mild chst painn",1
"hbookh kam lag rahi hai",0
"hosh nahi aa raha pulse zyada 82",2
"mujhe tez bukhaar hai cold nahi hai",1
"no major problem hai",0
"emergency unconscious pattient",2
"high temperature obdy",1
"patient not breathing properly 57",2
"chati mein dard sans naih aa rahi 134",2
"cant breth at all",2
"spo2 below 90 emregenncy",2
"pain itna severe hai emergency call karo",2
"bukhr hgh fever",1
"chest mein bahut tez dard saans ruk rahi",2
"sevr breathhlesness",2
"shortnes of breath",1
"behosh ho gaye hain",2
"dizziness while standing",1
"seen emein halka dard 148",1
"cant breth all",2
"pulse bahut fast hai hain",2
"thodi khansi hai",0
"moderate chest pain",1
"fever haai but cold nahi 3 days se",1
"thodi si fatigue",0
"chest mein mild hai",1
"fever no cold 29",1
"sevr tghtnes cant breathe 68",2
"spo2 low breathing issue",2
"chest tightness cannot breathe",2
"breathing difficultt",1
"feever high hai body pain bhi",1
"thoda bukhaar hai khansi nahi 102 61",0
"chest pin brethiing problem",2
"uthh nahi pa raha oxygen gira hua hai",2
"bukhaar saath ulti",1
"genral weaakness",0
"mild hedache",0
"mild of breath",1
"bukhaar bahut zyada haai",1
"behosh ho gy pulse high  65",2
"normal zukkam",0
"fever hai but cold nahi 3 days se",1
"saansn ahi le pa rahe hain",2
"halka bukhaar hai",0
"mujhet ez bukhaar hai nahi hai",1
"normaal zukam",0
"slgght fever stable",0
"mild hedache",0
"moderate pani",1
"bukhar tez h sardi nhi",1
"patient collapse ho gaya",2
"bukhaar body pain no cough no cold",1
"mild chest tightness feel ho rahi hai 143",1
"bukhaar hgh fever",1
"kam lag rahi hai",0
"oxygen critical 10",2
"halki hai 99",0
"behosh ho gaya pulse high",2
"no complaints",0
"moderate fever wit hchilsl",1
"saans nahi aa rahi hai",2
"kamzori lag rahi hai",0
"slighht fever stable",0
"thodi khansi haai",0
"chakkar aa rahhe hain",1
"hcest mein pain hai",1
"saans nahi l epa rahe hain",2
"tez bukhaar aur badan dard",1
"seene mein thodi jalan",1
"chati emin dard sans nahi aa rahi",2
"thodi khansi haii 123",0
"bukhaarr hai pr khansi nahi",1
"msall cut minor injury",0
"chhati mein crushing dard 64 133",2
"severe breathlessness cannot speak 87",2
"halki khasi hai",0
"breathing problm mild",1
"behosh ho gy  pulse high",2
"esvr chst tightness",2
"neend nahi aa rahi",0
"sirf halka bukhaar hai cold nahi 17",0
"mminor body  ache",0
"small cut injury",0
"genral 3",0
"routine checkup 42",0
"bukhr ghh  fever",1
"bbadan garm hai khansi",1
"buukhaar hgh fever",1
"chest pain breathing problem",2
"thakaan ho rahi hai",0
"dizzynes sweakness",1
"bukhaar 3 din se hai",1
"small cut injury",0
"nom ajr issue 71",0
"minor body ache",0
"chati mein dard sans nahi rahi",2
"sans lene meein dikkat ho rahi hai",1
"normall cold cough",0
"spo2 drop raha hai breatthing issue",2
"dizziness nad",1
"mild breathlessness on exertion",1
"repsiratory distress severe",2
"spo2 below 90 emergency",2
"sevr tghtnes breathe",2
"severe chest pain hai saans nahhi aa rahi",2
"fvr 102 boyd pin",1
"chst pin brething problm",2
"fever hai but cold nahi 3 days se",1
"mild breathlesness",1
"bukhaar 3 din  se hai",1
"slght fever stable",0
"bukhaar nahi bas kamzori",0
"generel weeakness",0
"milds  hortnes of breath",1
"puls hgh unconsious",2
"behosh ho gya pulse hgh 41",2
"high fever with body ache 50",1
"mild chest pain",1
"generel weeakness",0
"fever without cold 3 days",1
"halki saans ki taklif",1
"thoodi khansi hai",0
"sans lene mein dikkat ho rahi hai",1
"mild fever cold 116",0
"fever hai but cold nahi 3 days se 127",1
"palpitations  mild",1
"behoosh ho gaye hain",2
"bohot tez dard saans ruktee ja rahi",2
"chhoti si chot lagi",0
"mild chst pain",1
"patient collapse  ho gaya",2
"fever hai but cold nahi 3 days se",1
"severe chest pain cannot move",2
"generl wekness",0
"fever high hai  body pain bhi 54",1
"101 sir dard",1
"high temperature body pain",1
"with vomiting",1
"persistent headache with fever 113",1
"small cu tminor injury",0
"normal",0
"high fvr bian khansi ke 37",1
"thoda bukhaar hai khansi nahii",0
"oxygen gir raha hai patient unconscious hai",2
"thdoi si",0
"thodi si fatigue 141",0
"fver without cold",1
"high temperature pain",1
"chti me dr dsnss nhi rhi",2
"mild chest apin 87",1
"bukhaar 101 sir dadr",1
"genrlw ekness",0
"miidl shortness of breath",1
"mild ssa bukhar h stable h 130",0
"fever hai but cold nahi 3 days se 24",1
"generel weakness",0
"slight cold",0
"patient baat nahi kar pa raha oxygen low",2
"othda weakness hai",0
"fever hai body pain bhi",1
"sirf zukam hai bukhaar nahi",0
"chakakr aa rahe hainn",1
"sligt feever",0
"normall coold cough",0
"slight cough no fever",0
"behosh pade hain saans mushkil se aa rahi 0 119",2
"high fever no",1
"bukhaar 101 dard 34",1
"chti me sns nhi rhi",2
"halki saans ki taklif",1
"high tempertaure body",1
"badan mein bahut dard hai bukhaar ke saath",1
"low ffever",0
"halki hai sardin ahi",0
"oxygen level critical",2
"severe breathlessness cannot speak",2
"chest crushing paain radiating arm",2
"high fever with body ache",1
"mild headch e108",0
"uthh nahi pa oxygen gira hua hai",2
"mild hedaache",0
"continuous fever since 2 days",1
"oxgyen low ptient unconscious",2
"seevr chest pain cant mov 103",2
"patteint unconscious low",2
"bukhaar hai pr khansi nahi",1
"oxygen level critical",2
"thodi kamzori",0
"patient hos hemin nahi hai",2
"thoda sa sir dard 143",0
"unresponsive low oxygen 43",2
"high fvr bina khansi ke",1
"lene mein thodi problem",1
"genrl wwekness",0
"problm mild",1
"fever 102 no cough just body pain",1
"chst tightnss mild",1
"oxygn low patint unconscous",2
